"F1","F2","F3","F4","F5","B1","B2","F6","F7","L"
"47.66","840","107745","2","02","1","1","123","5","0"
"26.48","840","053126","3","20","1","1","116","9","0"
"20.12","840","576195","6","08","1","1","122","-28","0"
"26.48","840","165466","2","19","1","1","128","-7","0"
"33.89","840","551780","5","08","1","1","132","18","0"
"133.06","840","977545","1","21","1","1","128","-7","0"
"26.60","840","551080","3","02","1","1","120","-8","0"
"52.95","840","567557","6","01","1","1","128","-7","0"
"32.00","840","065311","6","03","1","1","133","-3","0"
"105.90","840","815855","3","08","1","1","119","-5","0"
"25.00","840","165466","4","04","1","1","124","-23","0"
"25.00","840","054654","3","06","1","1","124","5","0"
"25.00","840","465175","3","20","1","1","129","3","0"
"53.16","840","172795","5","23","1","1","128","-7","1"
"31.77","840","125853","5","07","1","1","124","7","0"
"106.58","840","243355","5","20","1","1","130","-22","0"
"19.23","124","457495","1","19","1","1","133","10","0"
"26.60","840","465175","3","01","1","1","128","-7","0"
"21.30","840","054551","7","20","1","1","121","0","0"
"25.00","840","552751","3","01","1","1","128","-7","0"
"5.85","32","054879","5","18","1","1","55","31","0"
"26.60","840","552751","4","04","1","1","128","-7","0"
"20.00","840","051780","3","19","1","1","127","-33","0"
"21.18","840","053126","5","23","1","1","128","-7","0"
"26.48","840","551780","4","07","1","1","130","16","0"
"26.48","840","552751","3","05","1","1","119","-6","0"
"52.95","840","551780","5","17","1","1","130","16","0"
"26.48","840","551780","7","17","1","1","128","-7","0"
"105.90","840","165466","1","04","1","1","127","-7","0"
"38.46","124","565457","7","18","1","1","132","10","0"
"52.95","840","465175","6","21","1","1","132","17","0"
"52.95","840","106245","1","04","1","1","123","-23","0"
"25.12","840","065110","2","16","1","1","129","14","0"
"26.48","840","551780","1","12","1","1","128","-7","0"
"52.95","840","551780","4","18","1","1","120","-6","0"
"25.00","840","262195","1","21","1","1","128","-7","0"
"26.48","840","277510","5","07","1","1","128","-7","0"
"18.66","124","565457","1","01","1","1","133","10","0"
"996.52","840","551780","4","15","1","1","125","-16","0"
"21.18","840","054551","2","20","1","1","123","-4","0"
"100.00","840","377514","6","00","1","1","125","4","0"
"105.90","840","432542","6","04","1","1","132","2","0"
"12.75","840","054663","6","21","1","1","132","4","1"
"116.49","840","555119","4","13","1","1","131","2","0"
"28.69","840","051223","7","16","1","1","128","-7","0"
"100.54","840","290995","4","11","1","1","123","5","0"
"265.43","840","865524","6","18","1","1","128","-7","0"
"26.48","840","051223","7","01","1","1","128","-7","0"
"53.16","840","277510","7","01","1","1","128","-7","0"
"106.58","840","551780","2","21","1","1","117","7","0"
"25.00","840","615514","7","20","1","1","131","-22","0"
"342.06","840","553126","5","22","1","1","128","-7","0"
"19.23","124","497552","5","07","1","1","133","8","0"
"42.48","840","377514","2","03","1","1","128","-7","0"
"52.95","840","053126","1","05","1","1","128","-7","0"
"291.91","356","419352","1","03","1","0","107","168","0"
"26.48","840","590345","7","20","1","1","122","-7","0"
"105.90","840","115355","5","23","1","1","128","-7","0"
"105.90","840","165466","3","23","1","1","122","-7","0"
"105.90","840","125853","5","00","1","1","128","-7","0"
"21.18","840","551474","3","21","1","1","119","-6","0"
"21.18","840","055086","6","04","1","1","128","-7","0"
"105.90","840","552751","4","12","1","1","128","-7","0"
"21.18","840","432542","1","20","1","1","128","4","0"
"200.00","840","127345","4","18","1","1","118","8","0"
"53.16","840","215576","6","20","1","1","128","-7","0"
"26.48","840","147595","7","18","1","1","123","-28","0"
"105.90","840","403245","5","12","1","1","127","-33","0"
"26.48","840","551780","7","08","1","1","129","-15","0"
"52.95","840","291495","6","15","1","1","124","5","0"
"18.87","840","165413","7","00","1","1","122","-22","0"
"42.36","840","551780","3","00","1","1","128","-7","0"
"53.16","840","517527","6","03","1","1","125","-17","0"
"26.48","840","551780","1","06","1","1","131","1","0"
"21.18","840","621354","5","09","1","1","123","-28","0"
"100.09","840","551116","7","00","1","1","128","-15","0"
"25.00","840","377514","3","21","1","1","128","-7","0"
"52.95","840","051102","6","17","1","1","125","-3","0"
"26.48","840","551754","1","15","1","1","129","7","0"
"34.00","840","267524","5","08","1","1","132","18","0"
"211.80","840","243355","4","19","1","1","128","-7","0"
"18.98","840","165413","2","05","1","1","127","-33","0"
"30.00","840","324853","1","19","1","1","120","8","0"
"105.90","840","865117","5","05","1","1","128","-32","0"
"264.75","840","054580","1","04","1","1","128","-7","0"
"21.30","840","554038","4","03","1","1","128","-7","0"
"200.68","840","165466","6","22","1","1","128","-7","0"
"53.16","840","992512","7","01","1","1","130","14","0"
"21.30","840","552622","7","00","1","1","128","-7","0"
"25.00","840","051223","7","03","1","1","128","-7","0"
"7.22","276","215234","6","22","0","1","66","43","0"
"21.30","840","147595","5","23","1","1","120","-1","0"
"100.00","840","551080","5","01","1","1","133","19","0"
"21.18","840","055943","7","20","1","1","121","1","0"
"1059.00","840","147595","5","02","1","1","128","-7","0"
"6.19","76","515305","6","20","1","1","66","43","0"
"53.16","840","551780","7","06","1","1","127","12","0"
"21.18","840","054654","5","17","1","1","128","-7","0"
"1059.00","840","241854","7","19","1","1","128","-7","0"
"96.15","124","551607","5","01","1","1","139","-33","0"
"230.77","630","124895","6","23","0","1","142","-17","0"
"26.48","840","125853","5","12","1","1","124","7","0"
"36.85","840","551780","4","23","1","1","128","-7","0"
"21.30","840","615261","7","02","0","0","135","14","0"
"21.18","840","509845","3","23","1","1","128","-7","0"
"25.00","840","865463","4","07","1","1","131","9","0"
"21.56","840","165413","6","10","1","1","128","-7","0"
"26.48","840","552110","5","03","1","1","120","-2","0"
"40.24","840","926352","4","22","1","1","135","2","0"
"132.38","840","243355","6","02","1","1","116","9","0"
"22.00","840","815855","4","09","1","1","124","-29","0"
"26.48","840","054654","5","17","1","1","128","-7","0"
"59.30","840","551780","4","23","0","0","135","14","0"
"25.00","840","051223","6","10","1","1","128","-7","0"
"18.66","124","565457","6","17","1","1","133","10","0"
"26.48","840","551754","6","06","1","1","129","6","0"
"53.16","840","765156","1","18","1","1","128","-7","0"
"26.48","840","371855","2","07","1","1","128","-7","0"
"21.18","840","552750","4","22","1","1","129","-15","0"
"21.18","840","165146","2","02","1","1","128","-7","0"
"53.16","840","051780","3","23","1","1","128","-7","0"
"52.95","840","551780","1","01","1","1","127","-33","0"
"26.60","840","706351","7","20","1","1","128","12","0"
"53.16","840","551780","6","04","1","1","119","-6","0"
"96.15","124","054159","7","20","1","1","133","10","0"
"42.36","840","551780","3","18","1","1","125","-17","0"
"52.95","840","551780","1","00","1","1","128","-7","0"
"26.60","840","241854","4","02","1","1","127","-33","0"
"21.18","840","415115","2","08","1","1","126","2","0"
"26.48","840","133352","5","02","1","1","128","-1","0"
"21.30","840","465175","7","23","1","1","131","7","0"
"75.21","840","926352","5","15","1","1","128","-7","0"
"31.77","840","551780","3","06","1","1","123","-23","0"
"15.23","840","165413","3","17","1","1","128","12","0"
"42.36","840","432542","2","00","1","1","128","-7","0"
"18.66","124","565457","5","08","1","1","139","-33","0"
"12.23","643","268852","6","19","0","1","66","43","0"
"21.18","840","815855","6","23","1","1","124","0","0"
"106.58","840","551780","4","03","1","1","123","-29","0"
"46.60","840","241854","2","22","1","1","128","-7","0"
"38.46","124","553163","7","20","1","1","143","-24","0"
"100.00","840","243355","6","02","1","1","128","-7","0"
"100.61","840","113945","1","03","1","1","128","-7","0"
"33.89","840","551080","1","06","1","1","132","6","0"
"22.06","76","315447","7","06","1","1","70","46","0"
"21.18","840","141354","2","03","1","1","129","5","0"
"26.60","840","552739","2","19","1","1","120","-1","0"
"476.55","840","551780","5","01","1","1","128","-7","0"
"21.51","840","165413","2","06","1","1","127","-19","0"
"26.48","840","551116","7","22","1","1","128","-7","0"
"42.24","76","315447","4","17","1","1","69","47","0"
"85.26","840","269295","7","04","1","1","116","-9","0"
"47.78","840","554038","7","03","1","1","128","-7","0"
"53.16","840","765156","6","21","1","1","128","-7","0"
"21.30","840","465175","2","21","1","1","128","-7","0"
"53.16","840","480095","6","19","1","1","129","5","0"
"24.36","840","551780","1","11","1","1","128","-15","0"
"53.16","840","365397","5","05","1","1","122","-5","0"
"105.90","840","241854","1","01","1","1","122","-7","0"
"212.48","840","243355","7","03","1","1","128","-7","0"
"25.12","840","551116","7","01","1","1","128","-7","0"
"15.93","840","165413","5","00","1","1","127","-24","0"
"26.60","840","465175","5","02","1","1","128","14","0"
"25.00","840","243645","7","01","1","1","130","6","0"
"31.77","840","977545","3","08","1","1","128","-7","0"
"26.48","840","551780","6","22","1","1","134","20","0"
"26.48","840","551080","4","23","1","1","137","-32","0"
"38.46","124","054159","2","23","1","1","139","-34","0"
"106.58","840","865516","4","07","1","1","128","-7","0"
"105.90","840","593095","6","20","1","1","128","5","0"
"26.48","840","227526","7","22","1","1","116","9","0"
"21.18","840","551754","6","20","1","1","132","6","0"
"148.26","124","365198","2","06","0","1","128","-7","0"
"26.48","840","551780","4","08","1","1","129","4","0"
"211.80","840","551080","7","04","1","1","123","-22","0"
"100.54","840","865117","2","22","1","1","133","0","0"
"22.66","840","165413","5","22","0","0","135","103","0"
"212.48","840","551780","4","07","1","1","119","-6","0"
"100.00","840","107745","7","06","1","1","132","6","0"
"26.48","840","551080","2","05","1","1","122","-7","0"
"26.48","840","055203","5","18","1","1","132","16","1"
"37.07","840","054654","1","06","1","1","128","-7","0"
"26.60","840","243355","6","05","1","1","124","-28","0"
"132.38","840","243355","4","03","1","1","116","9","0"
"25.12","840","553487","2","23","1","1","128","-7","0"
"26.60","840","432542","6","00","1","1","128","-7","0"
"158.85","840","051223","3","09","1","1","128","-7","0"
"21.30","840","053126","5","09","1","1","129","15","0"
"26.60","840","269295","5","05","1","1","120","-8","0"
"26.48","840","111851","7","18","1","1","132","6","0"
"23.00","840","815855","6","00","1","1","130","14","0"
"21.30","840","053126","2","05","1","1","118","8","0"
"21.18","840","312595","7","17","1","1","126","3","0"
"26.48","840","551780","5","11","1","1","128","-7","0"
"25.00","840","551780","5","21","1","1","120","-6","0"
"21.18","840","065311","7","19","1","1","120","-8","0"
"26.60","840","052173","7","02","1","1","128","-7","0"
"23.40","840","165413","6","07","1","1","125","-17","0"
"25.16","32","572527","1","19","1","1","52","30","0"
"20.00","840","552751","7","20","1","1","128","-7","0"
"53.16","840","277510","4","06","1","1","134","21","0"
"26.48","840","551080","4","20","1","1","120","-6","0"
"21.18","840","926352","3","07","1","1","128","-6","0"
"25.12","840","551080","2","00","1","1","128","-7","0"
"1059.00","840","215523","6","02","1","1","124","-29","0"
"7.20","76","852546","3","22","0","0","","","0"
"25.00","840","141354","1","05","1","1","129","5","0"
"25.12","840","315160","5","09","1","1","128","-7","0"
"36.07","76","452546","1","16","0","0","","","0"
"106.58","840","537546","2","17","1","1","111","-69","0"
"25.12","840","054917","3","10","1","1","128","-7","0"
"100.00","840","127851","5","02","1","1","132","4","0"
"21.18","840","551080","7","02","1","1","128","-7","0"
"26.48","840","597515","2","08","1","1","128","-7","0"
"77.85","840","053474","5","10","1","1","131","7","0"
"39.18","840","551780","1","23","1","1","128","7","0"
"52.95","840","133352","7","03","1","1","128","-7","0"
"26.60","840","551780","3","07","1","1","130","15","0"
"16.31","840","165413","1","01","0","0","62","41","0"
"81.54","840","054911","6","14","1","1","122","-17","0"
"26.48","840","621354","7","09","1","1","124","-29","0"
"27.00","840","415115","4","17","1","1","131","8","0"
"1059.00","840","241854","4","21","1","1","128","-7","0"
"47.66","840","551780","4","07","1","1","128","-7","0"
"63.54","840","551780","6","19","1","1","119","-1","0"
"22.36","840","615113","5","02","1","1","123","-1","0"
"42.36","840","551080","4","10","1","1","120","-2","0"
"20.12","840","065311","6","06","1","1","132","-4","0"
"26.60","840","551780","7","02","1","1","128","-7","0"
"105.90","840","241854","4","23","1","1","128","-7","0"
"26.48","840","243355","7","18","1","1","128","-7","0"
"25.12","840","055992","2","18","1","1","133","5","0"
"26.60","840","185352","5","15","1","1","128","-7","0"
"26.48","840","125853","5","18","1","1","128","-7","0"
"37.19","840","737520","7","02","1","1","130","7","0"
"52.95","840","551780","6","14","1","1","128","-7","0"
"25.00","840","243355","4","20","1","1","128","-7","0"
"243.57","840","551780","7","06","1","1","128","-7","0"
"200.00","840","165466","4","14","1","1","123","-28","0"
"18.27","840","165413","7","02","1","1","121","-1","0"
"21.18","840","551780","3","03","1","1","124","8","1"
"26.48","840","377514","5","04","1","1","117","7","0"
"35.00","840","396345","6","08","1","1","128","-7","0"
"21.18","840","465175","3","21","1","1","128","-7","0"
"25.12","840","551780","7","13","1","1","128","-7","0"
"123.90","840","551443","5","21","1","1","121","-10","0"
"529.50","840","551780","7","05","1","1","130","15","0"
"42.36","840","551780","2","06","1","1","129","-15","0"
"12.06","76","551494","7","18","1","1","64","40","0"
"26.48","840","239145","1","02","1","1","128","5","0"
"23.14","840","290995","1","01","1","1","128","-7","0"
"20.00","840","404045","1","22","1","1","128","-7","0"
"16.51","840","165413","2","19","1","1","123","3","0"
"3.92","36","292516","3","22","0","1","66","43","0"
"50.00","840","551780","1","05","1","1","123","-23","0"
"34.01","840","052173","7","08","1","1","130","16","0"
"31.77","840","107529","1","02","1","1","120","5","0"
"53.16","840","551080","7","04","1","1","125","9","0"
"26.48","840","182547","4","16","1","1","128","-7","0"
"21.30","840","551780","1","19","1","1","131","17","0"
"42.36","840","552751","6","06","1","1","128","-7","0"
"40.12","840","058352","6","04","0","0","135","14","0"
"30.12","840","915595","4","20","1","1","120","5","0"
"106.58","840","551780","7","21","1","1","128","-7","0"
"116.49","840","277510","5","02","1","1","129","3","0"
"26.60","840","262531","5","02","1","1","132","19","0"
"750.00","840","165466","6","09","1","1","122","9","0"
"52.95","840","551780","1","12","1","1","123","5","0"
"50.12","840","553487","5","19","1","1","128","-7","0"
"106.58","840","465175","3","20","1","1","128","-7","0"
"30.00","840","551780","3","18","1","1","128","-7","0"
"468.08","840","215140","6","23","1","1","133","-1","0"
"211.80","840","551780","6","05","1","1","132","4","0"
